Sample Index,Inject Time (s),Inference Time (s)
1,0.16245102882385254,0.9016485214233398
3,0.16185998916625977,0.529094934463501
4,0.1617584228515625,0.5158100128173828
5,0.16168689727783203,0.5071296691894531
7,0.16171836853027344,0.49376416206359863
9,0.1616499423980713,0.5452275276184082
10,0.16231060028076172,0.5411553382873535
11,0.16185474395751953,0.5268087387084961
13,0.16250967979431152,0.49851322174072266
15,0.16172528266906738,1.0430042743682861
16,0.16176247596740723,0.5596668720245361
17,0.1626725196838379,0.5549235343933105
19,0.1626734733581543,0.5233042240142822
21,0.16183161735534668,0.5515241622924805
22,0.16286993026733398,0.5572454929351807
24,0.16292595863342285,0.5024645328521729
26,0.16261005401611328,0.5605087280273438
28,0.16304707527160645,0.5068833827972412
30,0.16286969184875488,0.5608186721801758
31,0.16288328170776367,0.5246737003326416
33,0.1623668670654297,0.4941120147705078
35,0.16295623779296875,0.5124061107635498
36,0.16286754608154297,0.5365712642669678
37,0.16200542449951172,0.5433356761932373
38,0.16289830207824707,0.52480149269104
40,0.16228246688842773,0.4945070743560791
42,0.16319060325622559,0.5119068622589111
44,0.1633138656616211,0.514815092086792
46,0.163116455078125,0.5539352893829346
47,0.16303205490112305,0.5640594959259033
48,0.16332077980041504,0.5302152633666992
51,0.16216397285461426,0.49594807624816895
53,0.1629948616027832,0.5251636505126953
54,0.16212105751037598,0.5084109306335449
56,0.16317009925842285,0.5200574398040771
58,0.16193723678588867,0.5492608547210693
60,0.16331863403320312,0.5007076263427734
62,0.16318678855895996,0.5568430423736572
63,0.16206955909729004,0.512831449508667
64,0.16195154190063477,0.5115416049957275
65,0.16213464736938477,0.5158562660217285
66,0.16251206398010254,0.5279543399810791
67,0.1632068157196045,0.5068130493164062
68,0.16289949417114258,2.1390631198883057
69,0.16300153732299805,0.5104517936706543
70,0.16309309005737305,0.5057411193847656
71,0.16334247589111328,0.517357349395752
72,0.16213059425354004,0.5051062107086182
73,0.16322755813598633,0.5245423316955566
74,0.16299700736999512,0.501793384552002
75,0.16267037391662598,0.5234091281890869
76,0.1620481014251709,0.5073604583740234
77,0.16221952438354492,0.5085391998291016
78,0.16333651542663574,0.5121493339538574
79,0.1620771884918213,0.5021226406097412
80,0.16302776336669922,0.5093343257904053
81,0.1630411148071289,0.5137503147125244
82,0.16185379028320312,0.49889612197875977
83,0.1631298065185547,0.5123324394226074
84,0.1620798110961914,0.5586452484130859
85,0.1631772518157959,0.5069875717163086
86,0.16339349746704102,0.5248134136199951
87,0.1633167266845703,0.5300679206848145
88,0.16204214096069336,0.5124316215515137
89,0.16208171844482422,0.5334179401397705
90,0.16311335563659668,0.5203220844268799
91,0.16314959526062012,0.5056064128875732
92,0.16337060928344727,0.5220208168029785
93,0.16222476959228516,0.5071418285369873
94,0.16208696365356445,0.4961271286010742
95,0.16336679458618164,0.5165045261383057
96,0.16307663917541504,0.5067846775054932
97,0.1619551181793213,0.4925570487976074
98,0.16310667991638184,0.517866849899292
99,0.16209673881530762,0.50899338722229
